time,digital_currency,currency,spot price,day,month,year
2017-05-18,BTC,USD,1836.45,18,5,2017
2017-05-19,BTC,USD,1937.60,19,5,2017
2017-05-20,BTC,USD,2001.74,20,5,2017
2017-05-21,BTC,USD,2054.40,21,5,2017
2017-05-22,BTC,USD,2168.35,22,5,2017
2017-05-23,BTC,USD,2216.74,23,5,2017
2017-05-24,BTC,USD,2369.27,24,5,2017
2017-05-25,BTC,USD,2609.27,25,5,2017
2017-05-26,BTC,USD,2442.28,26,5,2017
2017-05-27,BTC,USD,2127.08,27,5,2017
2017-05-28,BTC,USD,2228.32,28,5,2017
2017-05-29,BTC,USD,2254.86,29,5,2017
2017-05-30,BTC,USD,2264.58,30,5,2017
2017-05-31,BTC,USD,2249.76,31,5,2017
2017-06-01,BTC,USD,2405.09,1,6,2017
2017-06-02,BTC,USD,2425.63,2,6,2017
2017-06-03,BTC,USD,2523.85,3,6,2017
2017-06-04,BTC,USD,2519.12,4,6,2017
2017-06-05,BTC,USD,2601.94,5,6,2017
2017-06-06,BTC,USD,2833.37,6,6,2017
2017-06-07,BTC,USD,2816.35,7,6,2017
2017-06-08,BTC,USD,2750.54,8,6,2017
2017-06-09,BTC,USD,2823.60,9,6,2017
2017-06-10,BTC,USD,2856.75,10,6,2017
2017-06-11,BTC,USD,2931.42,11,6,2017
2017-06-12,BTC,USD,2821.27,12,6,2017
2017-06-13,BTC,USD,2714.71,13,6,2017
2017-06-14,BTC,USD,2668.42,14,6,2017
2017-06-15,BTC,USD,2351.97,15,6,2017
2017-06-16,BTC,USD,2441.04,16,6,2017
2017-06-17,BTC,USD,2553.42,17,6,2017
2017-06-18,BTC,USD,2566.57,18,6,2017
2017-06-19,BTC,USD,2553.52,19,6,2017
2017-06-20,BTC,USD,2654.44,20,6,2017
2017-06-21,BTC,USD,2690.32,21,6,2017
2017-06-22,BTC,USD,2665.24,22,6,2017
2017-06-23,BTC,USD,2706.14,23,6,2017
2017-06-24,BTC,USD,2656.96,24,6,2017
2017-06-25,BTC,USD,2555.33,25,6,2017
2017-06-26,BTC,USD,2453.07,26,6,2017
2017-06-27,BTC,USD,2395.92,27,6,2017
2017-06-28,BTC,USD,2534.37,28,6,2017
2017-06-29,BTC,USD,2558.06,29,6,2017
2017-06-30,BTC,USD,2513.03,30,6,2017
2017-07-01,BTC,USD,2459.15,1,7,2017
2017-07-02,BTC,USD,2454.95,2,7,2017
2017-07-03,BTC,USD,2521.20,3,7,2017
2017-07-04,BTC,USD,2597.03,4,7,2017
2017-07-05,BTC,USD,2582.30,5,7,2017
2017-07-06,BTC,USD,2600.27,6,7,2017
2017-07-07,BTC,USD,2551.76,7,7,2017
2017-07-08,BTC,USD,2519.18,8,7,2017
2017-07-09,BTC,USD,2551.51,9,7,2017
2017-07-10,BTC,USD,2458.29,10,7,2017
2017-07-11,BTC,USD,2346.78,11,7,2017
2017-07-12,BTC,USD,2338.73,12,7,2017
2017-07-13,BTC,USD,2364.18,13,7,2017
2017-07-14,BTC,USD,2273.42,14,7,2017
2017-07-15,BTC,USD,2082.30,15,7,2017
2017-07-16,BTC,USD,1928.53,16,7,2017
2017-07-17,BTC,USD,2054.37,17,7,2017
2017-07-18,BTC,USD,2271.09,18,7,2017
2017-07-19,BTC,USD,2308.85,19,7,2017
2017-07-20,BTC,USD,2491.19,20,7,2017
2017-07-21,BTC,USD,2717.35,21,7,2017
2017-07-22,BTC,USD,2776.69,22,7,2017
2017-07-23,BTC,USD,2778.44,23,7,2017
2017-07-24,BTC,USD,2759.03,24,7,2017
2017-07-25,BTC,USD,2623.41,25,7,2017
2017-07-26,BTC,USD,2497.65,26,7,2017
2017-07-27,BTC,USD,2569.44,27,7,2017
2017-07-28,BTC,USD,2737.64,28,7,2017
2017-07-29,BTC,USD,2720.58,29,7,2017
2017-07-30,BTC,USD,2688.50,30,7,2017
2017-07-31,BTC,USD,2772.84,31,7,2017
2017-08-01,BTC,USD,2793.68,1,8,2017
2017-08-02,BTC,USD,2714.62,2,8,2017
2017-08-03,BTC,USD,2741.47,3,8,2017
2017-08-04,BTC,USD,2825.34,4,8,2017
2017-08-05,BTC,USD,3139.36,5,8,2017
2017-08-06,BTC,USD,3215.74,6,8,2017
2017-08-07,BTC,USD,3306.79,7,8,2017
2017-08-08,BTC,USD,3420.78,8,8,2017
2017-08-09,BTC,USD,3345.06,9,8,2017
2017-08-10,BTC,USD,3395.13,10,8,2017
2017-08-11,BTC,USD,3518.63,11,8,2017
2017-08-12,BTC,USD,3792.38,12,8,2017
2017-08-13,BTC,USD,4040.66,13,8,2017
2017-08-14,BTC,USD,4178.31,14,8,2017
2017-08-15,BTC,USD,4177.38,15,8,2017
2017-08-16,BTC,USD,4173.17,16,8,2017
2017-08-17,BTC,USD,4347.76,17,8,2017
2017-08-18,BTC,USD,4229.01,18,8,2017
2017-08-19,BTC,USD,4099.44,19,8,2017
2017-08-20,BTC,USD,4106.84,20,8,2017
2017-08-21,BTC,USD,4030.35,21,8,2017
2017-08-22,BTC,USD,3920.57,22,8,2017
2017-08-23,BTC,USD,4149.77,23,8,2017
2017-08-24,BTC,USD,4198.07,24,8,2017
2017-08-25,BTC,USD,4360.30,25,8,2017
2017-08-26,BTC,USD,4319.77,26,8,2017
2017-08-27,BTC,USD,4344.86,27,8,2017
2017-08-28,BTC,USD,4311.72,28,8,2017
2017-08-29,BTC,USD,4471.93,29,8,2017
2017-08-30,BTC,USD,4583.02,30,8,2017
2017-08-31,BTC,USD,4680.83,31,8,2017
2017-09-01,BTC,USD,4811.35,1,9,2017
2017-09-02,BTC,USD,4717.76,2,9,2017
2017-09-03,BTC,USD,4642.76,3,9,2017
2017-09-04,BTC,USD,4483.84,4,9,2017
2017-09-05,BTC,USD,4394.93,5,9,2017
2017-09-06,BTC,USD,4585.14,6,9,2017
2017-09-07,BTC,USD,4591.39,7,9,2017
2017-09-08,BTC,USD,4497.48,8,9,2017
2017-09-09,BTC,USD,4336.78,9,9,2017
2017-09-10,BTC,USD,4249.31,10,9,2017
2017-09-11,BTC,USD,4220.42,11,9,2017
2017-09-12,BTC,USD,4255.71,12,9,2017
2017-09-13,BTC,USD,3932.82,13,9,2017
2017-09-14,BTC,USD,3627.85,14,9,2017
2017-09-15,BTC,USD,3432.03,15,9,2017
2017-09-16,BTC,USD,3778.41,16,9,2017
2017-09-17,BTC,USD,3670.65,17,9,2017
2017-09-18,BTC,USD,3955.28,18,9,2017
2017-09-19,BTC,USD,3968.18,19,9,2017
2017-09-20,BTC,USD,3940.68,20,9,2017
2017-09-21,BTC,USD,3790.36,21,9,2017
2017-09-22,BTC,USD,3630.69,22,9,2017
2017-09-23,BTC,USD,3726.15,23,9,2017
2017-09-24,BTC,USD,3698.49,24,9,2017
2017-09-25,BTC,USD,3825.88,25,9,2017
2017-09-26,BTC,USD,3918.33,26,9,2017
2017-09-27,BTC,USD,4039.56,27,9,2017
2017-09-28,BTC,USD,4192.71,28,9,2017
2017-09-29,BTC,USD,4142.95,29,9,2017
2017-09-30,BTC,USD,4270.07,30,9,2017
2017-10-01,BTC,USD,4312.46,1,10,2017
2017-10-02,BTC,USD,4410.75,2,10,2017
2017-10-03,BTC,USD,4316.92,3,10,2017
2017-10-04,BTC,USD,4252.46,4,10,2017
2017-10-05,BTC,USD,4258.81,5,10,2017
2017-10-06,BTC,USD,4360.58,6,10,2017
2017-10-07,BTC,USD,4354.84,7,10,2017
2017-10-08,BTC,USD,4502.25,8,10,2017
2017-10-09,BTC,USD,4652.18,9,10,2017
2017-10-10,BTC,USD,4817.97,10,10,2017
2017-10-11,BTC,USD,4793.65,11,10,2017
2017-10-12,BTC,USD,5114.90,12,10,2017
2017-10-13,BTC,USD,5618.27,13,10,2017
2017-10-14,BTC,USD,5669.70,14,10,2017
2017-10-15,BTC,USD,5632.24,15,10,2017
2017-10-16,BTC,USD,5681.75,16,10,2017
2017-10-17,BTC,USD,5633.48,17,10,2017
2017-10-18,BTC,USD,5413.48,18,10,2017
2017-10-19,BTC,USD,5657.33,19,10,2017
2017-10-20,BTC,USD,5796.25,20,10,2017
2017-10-21,BTC,USD,6081.29,21,10,2017
2017-10-22,BTC,USD,5930.41,22,10,2017
2017-10-23,BTC,USD,5890.65,23,10,2017
2017-10-24,BTC,USD,5673.49,24,10,2017
2017-10-25,BTC,USD,5558.16,25,10,2017
2017-10-26,BTC,USD,5833.22,26,10,2017
2017-10-27,BTC,USD,5831.85,27,10,2017
2017-10-28,BTC,USD,5778.09,28,10,2017
2017-10-29,BTC,USD,5886.93,29,10,2017
2017-10-30,BTC,USD,6122.78,30,10,2017
2017-10-31,BTC,USD,6248.72,31,10,2017
2017-11-01,BTC,USD,6515.55,1,11,2017
2017-11-02,BTC,USD,6958.41,2,11,2017
2017-11-03,BTC,USD,7244.98,3,11,2017
2017-11-04,BTC,USD,7273.90,4,11,2017
2017-11-05,BTC,USD,7487.22,5,11,2017
2017-11-06,BTC,USD,7237.34,6,11,2017
2017-11-07,BTC,USD,7112.21,7,11,2017
2017-11-08,BTC,USD,7383.67,8,11,2017
2017-11-09,BTC,USD,7246.90,9,11,2017
2017-11-10,BTC,USD,6973.47,10,11,2017
2017-11-11,BTC,USD,6559.79,11,11,2017
2017-11-12,BTC,USD,6100.74,12,11,2017
2017-11-13,BTC,USD,6357.57,13,11,2017
2017-11-14,BTC,USD,6588.64,14,11,2017
2017-11-15,BTC,USD,7055.34,15,11,2017
2017-11-16,BTC,USD,7459.07,16,11,2017
2017-11-17,BTC,USD,7838.79,17,11,2017
2017-11-18,BTC,USD,7716.38,18,11,2017
2017-11-19,BTC,USD,7840.31,19,11,2017
2017-11-20,BTC,USD,8127.15,20,11,2017
2017-11-21,BTC,USD,8184.24,21,11,2017
2017-11-22,BTC,USD,8209.22,22,11,2017
2017-11-23,BTC,USD,8190.45,23,11,2017
2017-11-24,BTC,USD,8188.43,24,11,2017
2017-11-25,BTC,USD,8499.99,25,11,2017
2017-11-26,BTC,USD,9145.14,26,11,2017
2017-11-27,BTC,USD,9670.22,27,11,2017
2017-11-28,BTC,USD,9893.20,28,11,2017
2017-11-29,BTC,USD,10468.49,29,11,2017
2017-11-30,BTC,USD,10000.12,30,11,2017
2017-12-01,BTC,USD,10190.34,1,12,2017
2017-12-02,BTC,USD,10957.67,2,12,2017
2017-12-03,BTC,USD,11323.05,3,12,2017
2017-12-04,BTC,USD,11394.32,4,12,2017
2017-12-05,BTC,USD,11722.52,5,12,2017
2017-12-06,BTC,USD,12738.48,6,12,2017
2017-12-07,BTC,USD,15502.58,7,12,2017
2017-12-08,BTC,USD,16134.83,8,12,2017
2017-12-09,BTC,USD,15564.36,9,12,2017
2017-12-10,BTC,USD,14774.71,10,12,2017
2017-12-11,BTC,USD,16697.32,11,12,2017
2017-12-12,BTC,USD,17130.91,12,12,2017
2017-12-13,BTC,USD,17132.11,13,12,2017
2017-12-14,BTC,USD,16776.59,14,12,2017
2017-12-15,BTC,USD,17549.18,15,12,2017
2017-12-16,BTC,USD,18479.80,16,12,2017
2017-12-17,BTC,USD,19539.22,17,12,2017
2017-12-18,BTC,USD,18877.72,18,12,2017
2017-12-19,BTC,USD,18402.25,19,12,2017
2017-12-20,BTC,USD,16851.81,20,12,2017
2017-12-21,BTC,USD,16334.52,21,12,2017
2017-12-22,BTC,USD,13903.06,22,12,2017
2017-12-23,BTC,USD,15107.54,23,12,2017
2017-12-24,BTC,USD,14154.17,24,12,2017
2017-12-25,BTC,USD,14187.90,25,12,2017
2017-12-26,BTC,USD,15369.31,26,12,2017
2017-12-27,BTC,USD,15572.23,27,12,2017
2017-12-28,BTC,USD,14292.28,28,12,2017
2017-12-29,BTC,USD,14557.47,29,12,2017
2017-12-30,BTC,USD,13597.63,30,12,2017
2017-12-31,BTC,USD,13392.46,31,12,2017
2018-01-01,BTC,USD,13422.72,1,1,2018
2018-01-02,BTC,USD,13908.37,2,1,2018
2018-01-03,BTC,USD,14986.93,3,1,2018
2018-01-04,BTC,USD,14850.02,4,1,2018
2018-01-05,BTC,USD,15784.59,5,1,2018
2018-01-06,BTC,USD,16665.31,6,1,2018
2018-01-07,BTC,USD,16528.49,7,1,2018
2018-01-08,BTC,USD,15325.95,8,1,2018
2018-01-09,BTC,USD,14899.22,9,1,2018
2018-01-10,BTC,USD,14223.24,10,1,2018
2018-01-11,BTC,USD,13718.42,11,1,2018
2018-01-12,BTC,USD,13659.00,12,1,2018
